id_inventario,sucursal,id_producto,nombre_producto,categoria,marca,stock_sucursal,stock_minimo,stock_maximo,precio_sucursal,ultima_reposicion,proveedor,pasillo,estado
INV000864,Santa Fe,P0126,Turbo Pava Eléctrica 2024,Cocina,HomeChef,4,5,6,1461.99,2025-10-31,HomeChef,D4,Disponible
INV000865,Santa Fe,P0141,Advanced Deshidratador,Cocina,HomeChef,9,5,13,492.09,2025-11-03,HomeChef,D8,Disponible
INV000866,Santa Fe,P0263,Super Secarropa,Lavado,WashPro,2,5,3,915.77,2025-11-15,WashPro,C19,Disponible
INV000867,Santa Fe,P0253,Elite Lavaseca 3000,Lavado,SparkleHome,40,8,60,1204.04,2025-11-17,SparkleHome,B16,Disponible
INV000868,Santa Fe,P0088,Olla de Cocción Lenta Plus,Cocina,HomeChef,57,11,85,1198.67,2025-11-07,HomeChef,D2,Disponible
INV000869,Santa Fe,P0195,Ventilador de Torre 2024,Climatización,AirFlow,0,5,0,2551.92,2025-11-18,AirFlow,D4,Agotado
INV000870,Santa Fe,P0159,Aire de Ventana X,Climatización,ThermoControl,17,5,25,1825.97,2025-11-04,ThermoControl,A2,Disponible
INV000871,Santa Fe,P0015,Picadora,Cocina,HomeChef,30,6,45,2199.6,2025-11-04,HomeChef,D15,Disponible
INV000872,Santa Fe,P0148,Aire Split,Climatización,PureAir,41,8,61,2757.17,2025-10-29,PureAir,A16,Disponible
INV000873,Santa Fe,P0260,Secarropa II,Lavado,SparkleHome,29,5,43,1273.77,2025-10-27,SparkleHome,C11,Disponible
INV000874,Santa Fe,P0219,Premium Deshumidificador,Climatización,AirFlow,17,5,25,1253.63,2025-11-06,AirFlow,B4,Disponible
INV000875,Santa Fe,P0262,Compacto Secarropa,Lavado,FreshWash,27,5,40,2349.2,2025-11-07,FreshWash,B18,Disponible
INV000876,Santa Fe,P0213,Humidificador,Climatización,PureAir,40,8,60,2982.68,2025-10-20,PureAir,D13,Disponible
INV000877,Santa Fe,P0044,Compacto Horno Eléctrico,Cocina,TechHome,17,5,25,102.53,2025-11-07,TechHome,D16,Disponible
INV000878,Santa Fe,P0142,Profesional Deshidratador,Cocina,KitchenPro,21,5,31,748.5,2025-11-07,KitchenPro,C17,Disponible
INV000879,Santa Fe,P0097,Advanced Freezer,Cocina,CookElite,51,10,76,769.76,2025-11-17,CookElite,D5,Disponible
INV000880,Santa Fe,P0085,Olla de Cocción Lenta,Cocina,KitchenPro,12,5,18,2521.34,2025-11-01,KitchenPro,A7,Disponible
INV000881,Santa Fe,P0298,Planchita de Pelo,Lavado,LaundryTech,13,5,19,1002.32,2025-11-07,LaundryTech,B20,Disponible
INV000882,Santa Fe,P0133,Exprimidor,Cocina,TechHome,3,5,4,1882.56,2025-11-10,TechHome,D10,Disponible
INV000883,Santa Fe,P0281,Profesional Plancha a Vapor Pro,Lavado,FreshWash,25,5,37,1252.76,2025-10-29,FreshWash,B14,Disponible
INV000884,Santa Fe,P0172,Caloventor,Climatización,ClimaTech,37,7,55,1317.81,2025-10-28,ClimaTech,C16,Disponible
INV000885,Santa Fe,P0118,Pro Vinoteca,Cocina,ChefMaster,7,5,10,696.81,2025-10-26,ChefMaster,D3,Disponible
INV000886,Santa Fe,P0089,Plus Olla de Cocción Lenta,Cocina,CookElite,39,7,58,322.28,2025-11-10,CookElite,A7,Disponible
INV000887,Santa Fe,P0181,Radiador de Aceite II,Climatización,EcoClima,2,5,3,1276.83,2025-10-22,EcoClima,A2,Disponible
INV000888,Santa Fe,P0277,Lavavajillas Compacto,Lavado,CleanMaster,52,10,78,2822.69,2025-10-28,CleanMaster,C14,Disponible
INV000889,Santa Fe,P0056,Tostadora,Cocina,CookElite,20,5,30,2340.02,2025-11-01,CookElite,D1,Disponible
INV000890,Santa Fe,P0287,Plancha Seca,Lavado,CleanMaster,27,5,40,1005.58,2025-10-22,CleanMaster,D8,Disponible
INV000891,Santa Fe,P0264,Premium Centrifuga,Lavado,LaundryTech,59,11,88,2139.44,2025-11-03,LaundryTech,C3,Disponible
INV000892,Santa Fe,P0218,Deshumidificador,Climatización,PureAir,0,5,0,960.71,2025-11-02,PureAir,D14,Agotado
INV000893,Santa Fe,P0151,Aire Split,Climatización,EcoClima,31,6,46,1517.24,2025-11-15,EcoClima,B5,Disponible
INV000894,Santa Fe,P0057,Elite Tostadora,Cocina,TechHome,66,13,99,2169.55,2025-10-24,TechHome,A9,Disponible
INV000895,Santa Fe,P0222,Ultra Ionizador,Climatización,PureAir,34,6,51,2459.73,2025-11-13,PureAir,B13,Disponible
INV000896,Santa Fe,P0275,Lavavajillas Compacto 2024,Lavado,FreshWash,20,5,30,2107.61,2025-11-15,FreshWash,B11,Disponible
INV000897,Santa Fe,P0293,Centro de Planchado,Lavado,LaundryTech,19,5,28,2182.09,2025-10-22,LaundryTech,C15,Disponible
INV000898,Santa Fe,P0216,Advanced Humidificador,Climatización,AirFlow,22,5,33,1195.78,2025-10-29,AirFlow,D12,Disponible
INV000899,Santa Fe,P0186,Ventilador de Pie 2024,Climatización,AirFlow,51,10,76,469.55,2025-11-13,AirFlow,C9,Disponible
INV000900,Santa Fe,P0011,Profesional Procesadora 2024,Cocina,HomeChef,23,5,34,342.92,2025-11-16,HomeChef,A18,Disponible
INV000901,Santa Fe,P0227,Max Ionizador,Climatización,ThermoControl,17,5,25,1649.25,2025-10-25,ThermoControl,C3,Disponible
INV000902,Santa Fe,P0204,Neblinizador,Climatización,AirFlow,25,5,37,1471.88,2025-10-20,AirFlow,A11,Disponible
INV000903,Santa Fe,P0240,Lavarropa Carga Superior,Lavado,LaundryTech,22,5,33,2181.09,2025-11-12,LaundryTech,A19,Disponible
INV000904,Santa Fe,P0276,Lavavajillas Compacto 2024,Lavado,CleanMaster,37,7,55,1216.09,2025-10-23,CleanMaster,D17,Disponible
INV000905,Santa Fe,P0067,Waflera,Cocina,ChefMaster,36,7,54,2864.43,2025-11-15,ChefMaster,C16,Disponible
INV000906,Santa Fe,P0099,Freezer,Cocina,CookElite,21,5,31,2466.2,2025-11-10,CookElite,B6,Disponible
INV000907,Santa Fe,P0210,Elite Humidificador,Climatización,EcoClima,26,5,39,117.95,2025-11-16,EcoClima,B7,Disponible
INV000908,Santa Fe,P0146,Ultra Deshidratador,Cocina,ChefMaster,1,5,1,1194.5,2025-11-10,ChefMaster,A4,Disponible
INV000909,Santa Fe,P0033,Abridor de Latas,Cocina,HomeChef,1,5,1,945.99,2025-11-13,HomeChef,D1,Disponible
INV000910,Santa Fe,P0045,Premium Horno Eléctrico,Cocina,HomeChef,6,5,9,1211.74,2025-11-02,HomeChef,D10,Disponible
INV000911,Santa Fe,P0252,Turbo Lavaseca,Lavado,WashPro,20,5,30,1591.28,2025-11-03,WashPro,A14,Disponible
INV000912,Santa Fe,P0041,Digital Horno Eléctrico,Cocina,CookElite,21,5,31,1844.18,2025-11-03,CookElite,B15,Disponible
INV000913,Santa Fe,P0271,Pro Tender Eléctrico,Lavado,LaundryTech,43,8,64,2712.94,2025-10-26,LaundryTech,A16,Disponible
INV000914,Santa Fe,P0095,Plus Heladera,Cocina,ChefMaster,18,5,27,1410.25,2025-11-03,ChefMaster,A14,Disponible
INV000915,Santa Fe,P0300,Smart TV Plus,Audio y Video,ScreenPro,32,6,48,293.96,2025-11-15,ScreenPro,A10,Disponible
INV000916,Santa Fe,P0062,Digital Sandwichera Plus,Cocina,HomeChef,5,5,7,2562.97,2025-10-22,HomeChef,A10,Disponible
INV000917,Santa Fe,P0014,Premium Picadora,Cocina,KitchenPro,5,5,7,2375.66,2025-11-06,KitchenPro,B2,Disponible
INV000918,Santa Fe,P0161,Aire Central Pro,Climatización,AirFlow,33,6,49,1856.41,2025-10-23,AirFlow,D10,Disponible
INV000919,Santa Fe,P0152,Compacto Aire Split II,Climatización,PureAir,26,5,39,1897.06,2025-10-24,PureAir,D15,Disponible
INV000920,Santa Fe,P0258,Secarropa,Lavado,SparkleHome,34,6,51,2111.52,2025-10-31,SparkleHome,D2,Disponible
INV000921,Santa Fe,P0081,Olla Arrocera Plus,Cocina,ChefMaster,2,5,3,1425.21,2025-10-21,ChefMaster,B20,Disponible
INV000922,Santa Fe,P0040,Molinillo de Café Pro,Cocina,ChefMaster,48,9,72,1577.33,2025-11-06,ChefMaster,C19,Disponible
INV000923,Santa Fe,P0121,Premium Cafetera,Cocina,HomeChef,13,5,19,1301.93,2025-10-31,HomeChef,D1,Disponible
INV000924,Santa Fe,P0116,Vinoteca,Cocina,TechHome,27,5,40,2400.06,2025-11-14,TechHome,A20,Disponible
INV000925,Santa Fe,P0191,Turbo Ventilador de Techo,Climatización,ThermoControl,34,6,51,800.29,2025-11-17,ThermoControl,A12,Disponible
INV000926,Santa Fe,P0038,Max Molinillo de Café,Cocina,TechHome,20,5,30,1020.53,2025-11-15,TechHome,B19,Disponible
INV000927,Santa Fe,P0012,Advanced Procesadora II,Cocina,TechHome,29,5,43,2405.24,2025-10-19,TechHome,C6,Disponible
INV000928,Santa Fe,P0236,Lavarropas Semiautomático X,Lavado,CleanMaster,13,5,19,42.16,2025-11-08,CleanMaster,A20,Disponible
INV000929,Santa Fe,P0268,Deluxe Centrifuga,Lavado,CleanMaster,19,5,28,1873.42,2025-10-21,CleanMaster,B11,Disponible
INV000930,Santa Fe,P0170,Deluxe Caloventor,Climatización,PureAir,26,5,39,409.13,2025-11-06,PureAir,B6,Disponible
INV000931,Santa Fe,P0052,Deluxe Freidora de Aire,Cocina,ChefMaster,9,5,13,2461.1,2025-10-31,ChefMaster,A18,Disponible
INV000932,Santa Fe,P0220,Ultra Deshumidificador,Climatización,ThermoControl,34,6,51,2616.05,2025-11-04,ThermoControl,C17,Disponible
INV000933,Santa Fe,P0026,Mixer II,Cocina,HomeChef,12,5,18,2086.63,2025-10-22,HomeChef,B7,Disponible
INV000934,Santa Fe,P0032,Abridor de Latas,Cocina,ChefMaster,53,10,79,2849.35,2025-11-07,ChefMaster,C7,Disponible
INV000935,Santa Fe,P0270,Eco Tender Eléctrico,Lavado,SparkleHome,36,7,54,2513.31,2025-10-30,SparkleHome,A14,Disponible
INV000936,Santa Fe,P0190,Ventilador de Techo,Climatización,ThermoControl,16,5,24,923.35,2025-11-11,ThermoControl,C3,Disponible
INV000937,Santa Fe,P0113,Frigobar,Cocina,HomeChef,28,5,42,1670.47,2025-11-08,HomeChef,D19,Disponible
INV000938,Santa Fe,P0083,Olla de Cocción Lenta II,Cocina,CookElite,4,5,6,1702.3,2025-10-27,CookElite,A1,Disponible
INV000939,Santa Fe,P0163,Super Aire Central,Climatización,ClimaTech,17,5,25,2030.8,2025-10-26,ClimaTech,A3,Disponible
INV000940,Santa Fe,P0266,Centrifuga Pro,Lavado,FreshWash,31,6,46,2881.29,2025-11-01,FreshWash,A19,Disponible
INV000941,Santa Fe,P0241,Lavarropa Carga Superior,Lavado,FreshWash,20,5,30,2642.97,2025-11-02,FreshWash,D19,Disponible
INV000942,Santa Fe,P0109,Conservadora X,Cocina,KitchenPro,1,5,1,1727.18,2025-10-20,KitchenPro,D4,Disponible
INV000943,Santa Fe,P0007,Licuadora,Cocina,KitchenPro,49,9,73,2426.47,2025-11-03,KitchenPro,D1,Disponible
INV000944,Santa Fe,P0292,Centro de Planchado,Lavado,CleanMaster,37,7,55,2578.24,2025-11-07,CleanMaster,D2,Disponible
INV000945,Santa Fe,P0042,Max Horno Eléctrico,Cocina,HomeChef,37,7,55,1348.29,2025-11-09,HomeChef,C13,Disponible
INV000946,Santa Fe,P0168,Super Estufa Eléctrica,Climatización,ThermoControl,6,5,9,2017.7,2025-11-16,ThermoControl,C18,Disponible
INV000947,Santa Fe,P0248,Pro Lavaseca Plus,Lavado,SparkleHome,41,8,61,1565.03,2025-10-25,SparkleHome,C7,Disponible
INV000948,Santa Fe,P0187,Smart Ventilador de Pie,Climatización,EcoClima,33,6,49,1703.56,2025-11-06,EcoClima,A18,Disponible
INV000949,Santa Fe,P0008,Ultra Licuadora,Cocina,TechHome,39,7,58,1190.42,2025-10-23,TechHome,D14,Disponible
INV000950,Santa Fe,P0129,Exprimidor 2024,Cocina,ChefMaster,63,12,94,595.1,2025-11-18,ChefMaster,B10,Disponible
INV000951,Santa Fe,P0122,Cafetera,Cocina,ChefMaster,4,5,6,175.73,2025-10-19,ChefMaster,D8,Disponible
INV000952,Santa Fe,P0299,Smart TV 2024,Audio y Video,VisionPro,33,6,49,1448.56,2025-10-29,VisionPro,B2,Disponible
INV000953,Santa Fe,P0259,Secarropa,Lavado,FreshWash,17,5,25,180.13,2025-11-13,FreshWash,D15,Disponible
INV000954,Santa Fe,P0157,Advanced Aire Portátil Pro,Climatización,EcoClima,28,5,42,2909.01,2025-10-25,EcoClima,C11,Disponible
INV000955,Santa Fe,P0203,Neblinizador 2024,Climatización,PureAir,23,5,34,614.02,2025-11-18,PureAir,C18,Disponible
INV000956,Santa Fe,P0136,Smart Yogurtera,Cocina,CookElite,4,5,6,2004.53,2025-10-31,CookElite,D7,Disponible
INV000957,Santa Fe,P0261,Secarropa,Lavado,CleanMaster,13,5,19,1558.22,2025-11-01,CleanMaster,C13,Disponible
INV000958,Santa Fe,P0232,Compacto Lavarropas Automático,Lavado,CleanMaster,15,5,22,1769.96,2025-11-08,CleanMaster,B16,Disponible
INV000959,Santa Fe,P0013,Procesadora,Cocina,KitchenPro,14,5,21,85.25,2025-10-30,KitchenPro,C19,Disponible
INV000960,Santa Fe,P0202,Advanced Neblinizador,Climatización,EcoClima,44,8,66,2111.04,2025-11-09,EcoClima,D4,Disponible
INV000961,Santa Fe,P0079,Super Olla Arrocera X,Cocina,CookElite,14,5,21,1058.49,2025-11-17,CookElite,D13,Disponible
INV000962,Santa Fe,P0280,Max Plancha a Vapor,Lavado,CleanMaster,32,6,48,1490.4,2025-11-04,CleanMaster,C14,Disponible
INV000963,Santa Fe,P0278,Lavavajillas Compacto,Lavado,CleanMaster,7,5,10,961.77,2025-11-14,CleanMaster,D5,Disponible
INV000964,Santa Fe,P0197,Ventilador de Torre Pro,Climatización,EcoClima,0,5,0,2179.39,2025-10-28,EcoClima,C17,Agotado
INV000965,Santa Fe,P0071,Ultra Parrilla Eléctrica,Cocina,TechHome,4,5,6,2987.93,2025-10-19,TechHome,A7,Disponible
INV000966,Santa Fe,P0039,Premium Molinillo de Café,Cocina,HomeChef,36,7,54,30.04,2025-10-30,HomeChef,D17,Disponible
INV000967,Santa Fe,P0139,Deluxe Yogurtera 3000,Cocina,KitchenPro,1,5,1,1524.96,2025-10-26,KitchenPro,D13,Disponible
INV000968,Santa Fe,P0184,Pro Ventilador de Pie,Climatización,EcoClima,19,5,28,1818.35,2025-10-26,EcoClima,D3,Disponible
INV000969,Santa Fe,P0059,Sandwichera 3000,Cocina,KitchenPro,29,5,43,2664.84,2025-11-14,KitchenPro,D2,Disponible
INV000970,Santa Fe,P0165,Digital Estufa Eléctrica,Climatización,ThermoControl,35,7,52,2372.6,2025-10-22,ThermoControl,D15,Disponible
INV000971,Santa Fe,P0291,Centro de Planchado,Lavado,CleanMaster,30,6,45,1130.5,2025-11-07,CleanMaster,B19,Disponible
INV000972,Santa Fe,P0188,Ventilador de Pie Plus,Climatización,PureAir,12,5,18,1822.72,2025-10-23,PureAir,D8,Disponible
INV000973,Santa Fe,P0101,Profesional Freezer,Cocina,TechHome,40,8,60,1708.27,2025-10-31,TechHome,D3,Disponible
INV000974,Santa Fe,P0223,Ionizador 3000,Climatización,ThermoControl,52,10,78,505.05,2025-11-16,ThermoControl,D8,Disponible
INV000975,Santa Fe,P0171,Caloventor II,Climatización,PureAir,50,10,75,991.32,2025-11-15,PureAir,D6,Disponible
INV000976,Santa Fe,P0016,Super Picadora,Cocina,CookElite,28,5,42,1594.7,2025-10-24,CookElite,B10,Disponible
INV000977,Santa Fe,P0072,Ultra Parrilla Eléctrica,Cocina,TechHome,28,5,42,881.66,2025-11-11,TechHome,B2,Disponible
INV000978,Santa Fe,P0153,Aire Split,Climatización,ClimaTech,57,11,85,2347.31,2025-11-12,ClimaTech,B9,Disponible
INV000979,Santa Fe,P0225,Ionizador X,Climatización,ClimaTech,19,5,28,1573.52,2025-11-18,ClimaTech,A13,Disponible
INV000980,Santa Fe,P0019,Batidora de Mano,Cocina,ChefMaster,48,9,72,209.57,2025-11-10,ChefMaster,A13,Disponible
INV000981,Santa Fe,P0212,Ultra Humidificador,Climatización,AirFlow,20,5,30,425.56,2025-10-29,AirFlow,C15,Disponible
INV000982,Santa Fe,P0279,Plancha a Vapor 3000,Lavado,WashPro,39,7,58,624.94,2025-11-06,WashPro,B20,Disponible
INV000983,Santa Fe,P0176,Panel Calefactor,Climatización,ClimaTech,31,6,46,2446.52,2025-11-14,ClimaTech,B16,Disponible
INV000984,Santa Fe,P0228,Deluxe Ionizador,Climatización,PureAir,18,5,27,1325.57,2025-11-17,PureAir,D9,Disponible
INV000985,Santa Fe,P0102,Super Freezer,Cocina,TechHome,23,5,34,1978.15,2025-10-21,TechHome,C10,Disponible
INV000986,Santa Fe,P0196,Advanced Ventilador de Torre Pro,Climatización,PureAir,8,5,12,2789.93,2025-10-25,PureAir,B4,Disponible
INV000987,Santa Fe,P0177,Super Panel Calefactor Plus,Climatización,AirFlow,22,5,33,2874.44,2025-10-31,AirFlow,A9,Disponible
INV000988,Santa Fe,P0251,Pro Lavaseca,Lavado,CleanMaster,2,5,3,235.24,2025-11-07,CleanMaster,B17,Disponible
INV000989,Santa Fe,P0006,Licuadora,Cocina,ChefMaster,13,5,19,1790.78,2025-11-08,ChefMaster,D14,Disponible
INV000990,Santa Fe,P0060,Pro Sandwichera,Cocina,HomeChef,32,6,48,65.58,2025-11-09,HomeChef,C11,Disponible
INV000991,Santa Fe,P0064,Sandwichera 3000,Cocina,ChefMaster,57,11,85,281.29,2025-11-03,ChefMaster,D18,Disponible
INV000992,Santa Fe,P0200,Ventilador de Torre 3000,Climatización,PureAir,26,5,39,932.74,2025-10-19,PureAir,D1,Disponible
INV000993,Santa Fe,P0183,Radiador de Aceite,Climatización,PureAir,51,10,76,1565.05,2025-11-17,PureAir,B6,Disponible
INV000994,Santa Fe,P0120,Deluxe Cafetera 2024,Cocina,HomeChef,8,5,12,1023.85,2025-10-21,HomeChef,D2,Disponible
INV000995,Santa Fe,P0207,Super Purificador de Aire,Climatización,ClimaTech,32,6,48,1152.84,2025-11-16,ClimaTech,C18,Disponible
INV000996,Santa Fe,P0145,Deshidratador,Cocina,ChefMaster,12,5,18,310.42,2025-11-05,ChefMaster,B18,Disponible
INV000997,Santa Fe,P0169,Profesional Caloventor II,Climatización,PureAir,17,5,25,2812.71,2025-10-31,PureAir,D6,Disponible
INV000998,Santa Fe,P0140,Yogurtera,Cocina,ChefMaster,25,5,37,485.81,2025-11-02,ChefMaster,A9,Disponible
INV000999,Santa Fe,P0206,Neblinizador,Climatización,EcoClima,4,5,6,1029.98,2025-10-24,EcoClima,C14,Disponible
INV001000,Santa Fe,P0048,Digital Microondas,Cocina,CookElite,11,5,16,765.28,2025-10-23,CookElite,D10,Disponible
INV001001,Mendoza,P0154,Aire Portátil,Climatización,ClimaTech,5,5,7,1919.86,2025-11-03,ClimaTech,D2,Disponible
INV001002,Mendoza,P0059,Sandwichera 3000,Cocina,KitchenPro,42,8,63,2439.61,2025-10-26,KitchenPro,C1,Disponible
INV001003,Mendoza,P0219,Premium Deshumidificador,Climatización,AirFlow,16,5,24,1228.95,2025-11-05,AirFlow,D8,Disponible
INV001004,Mendoza,P0005,Licuadora,Cocina,HomeChef,23,5,34,2547.6,2025-11-14,HomeChef,B13,Disponible
INV001005,Mendoza,P0121,Premium Cafetera,Cocina,HomeChef,19,5,28,1333.74,2025-10-25,HomeChef,B5,Disponible
INV001006,Mendoza,P0100,Pro Freezer Plus,Cocina,ChefMaster,31,6,46,2802.13,2025-10-30,ChefMaster,A8,Disponible
INV001007,Mendoza,P0094,Elite Heladera,Cocina,CookElite,0,5,0,763.48,2025-10-30,CookElite,A9,Agotado
INV001008,Mendoza,P0278,Lavavajillas Compacto,Lavado,CleanMaster,11,5,16,1006.23,2025-10-29,CleanMaster,A11,Disponible
INV001009,Mendoza,P0286,Plancha Seca,Lavado,WashPro,35,7,52,1519.07,2025-11-11,WashPro,A15,Disponible
INV001010,Mendoza,P0260,Secarropa II,Lavado,SparkleHome,21,5,31,1248.37,2025-11-13,SparkleHome,A9,Disponible
INV001011,Mendoza,P0004,Compacto Licuadora,Cocina,ChefMaster,18,5,27,254.96,2025-10-22,ChefMaster,A1,Disponible
INV001012,Mendoza,P0242,Lavarropa Carga Frontal 3000,Lavado,LaundryTech,12,5,18,1416.09,2025-11-02,LaundryTech,B7,Disponible
INV001013,Mendoza,P0003,Plus Licuadora Pro,Cocina,TechHome,33,6,49,329.97,2025-10-30,TechHome,C15,Disponible
INV001014,Mendoza,P0010,Deluxe Procesadora,Cocina,TechHome,47,9,70,1129.66,2025-11-13,TechHome,B11,Disponible
INV001015,Mendoza,P0166,Compacto Estufa Eléctrica,Climatización,ClimaTech,38,7,57,1113.01,2025-10-28,ClimaTech,D16,Disponible
INV001016,Mendoza,P0041,Digital Horno Eléctrico,Cocina,CookElite,23,5,34,1945.79,2025-11-16,CookElite,B20,Disponible
INV001017,Mendoza,P0022,Advanced Batidora de Pie,Cocina,KitchenPro,30,6,45,2688.53,2025-11-13,KitchenPro,B10,Disponible
INV001018,Mendoza,P0092,Compacto Heladera,Cocina,CookElite,3,5,4,157.54,2025-10-25,CookElite,C1,Disponible
INV001019,Mendoza,P0270,Eco Tender Eléctrico,Lavado,SparkleHome,19,5,28,2390.47,2025-11-12,SparkleHome,A19,Disponible
INV001020,Mendoza,P0250,Lavaseca,Lavado,WashPro,13,5,19,1014.11,2025-10-29,WashPro,C15,Disponible
INV001021,Mendoza,P0160,Aire de Ventana Pro,Climatización,ClimaTech,35,7,52,465.08,2025-10-22,ClimaTech,C10,Disponible
INV001022,Mendoza,P0174,Caloventor,Climatización,AirFlow,14,5,21,2585.03,2025-11-02,AirFlow,C11,Disponible
INV001023,Mendoza,P0285,Plancha Seca 2024,Lavado,WashPro,33,6,49,1916.79,2025-10-19,WashPro,C6,Disponible
INV001024,Mendoza,P0077,Olla Arrocera,Cocina,TechHome,2,5,3,261.67,2025-11-15,TechHome,D20,Disponible
INV001025,Mendoza,P0011,Profesional Procesadora 2024,Cocina,HomeChef,19,5,28,365.78,2025-10-27,HomeChef,D15,Disponible
INV001026,Mendoza,P0076,Deluxe Parrilla Eléctrica,Cocina,KitchenPro,49,9,73,2334.95,2025-10-24,KitchenPro,B20,Disponible
INV001027,Mendoza,P0082,Olla Arrocera 3000,Cocina,HomeChef,13,5,19,403.6,2025-10-19,HomeChef,D19,Disponible
INV001028,Mendoza,P0002,Licuadora,Cocina,TechHome,17,5,25,1318.08,2025-11-08,TechHome,B12,Disponible
INV001029,Mendoza,P0043,Horno Eléctrico,Cocina,HomeChef,29,5,43,2011.55,2025-11-03,HomeChef,B11,Disponible
INV001030,Mendoza,P0251,Pro Lavaseca,Lavado,CleanMaster,2,5,3,232.19,2025-11-11,CleanMaster,A8,Disponible
INV001031,Mendoza,P0185,Ventilador de Pie,Climatización,PureAir,19,5,28,2325.11,2025-10-20,PureAir,C11,Disponible
INV001032,Mendoza,P0153,Aire Split,Climatización,ClimaTech,37,7,55,2398.69,2025-10-21,ClimaTech,B2,Disponible
INV001033,Mendoza,P0188,Ventilador de Pie Plus,Climatización,PureAir,9,5,13,1825.82,2025-11-11,PureAir,A6,Disponible
INV001034,Mendoza,P0140,Yogurtera,Cocina,ChefMaster,13,5,19,484.77,2025-10-25,ChefMaster,C1,Disponible
INV001035,Mendoza,P0035,Profesional Abridor de Latas,Cocina,KitchenPro,49,9,73,808.45,2025-11-01,KitchenPro,D6,Disponible
INV001036,Mendoza,P0204,Neblinizador,Climatización,AirFlow,20,5,30,1456.59,2025-11-11,AirFlow,C3,Disponible
INV001037,Mendoza,P0142,Profesional Deshidratador,Cocina,KitchenPro,14,5,21,703.02,2025-11-14,KitchenPro,B11,Disponible
INV001038,Mendoza,P0256,Smart Secarropa,Lavado,LaundryTech,29,5,43,1859.31,2025-11-18,LaundryTech,A12,Disponible
INV001039,Mendoza,P0071,Ultra Parrilla Eléctrica,Cocina,TechHome,7,5,10,2858.42,2025-11-08,TechHome,D2,Disponible
INV001040,Mendoza,P0266,Centrifuga Pro,Lavado,FreshWash,53,10,79,3094.71,2025-10-19,FreshWash,A9,Disponible
INV001041,Mendoza,P0029,Compacto Rallador Eléctrico 2024,Cocina,ChefMaster,6,5,9,2859.92,2025-10-21,ChefMaster,C11,Disponible
INV001042,Mendoza,P0138,Advanced Yogurtera,Cocina,HomeChef,21,5,31,906.14,2025-11-16,HomeChef,B12,Disponible
INV001043,Mendoza,P0208,Purificador de Aire 3000,Climatización,EcoClima,42,8,63,362.33,2025-10-22,EcoClima,C8,Disponible
INV001044,Mendoza,P0213,Humidificador,Climatización,PureAir,33,6,49,2820.08,2025-10-23,PureAir,D17,Disponible
INV001045,Mendoza,P0068,Waflera,Cocina,KitchenPro,12,5,18,2588.25,2025-11-16,KitchenPro,C1,Disponible
INV001046,Mendoza,P0224,Ionizador 3000,Climatización,EcoClima,37,7,55,2758.4,2025-10-26,EcoClima,C20,Disponible
INV001047,Mendoza,P0120,Deluxe Cafetera 2024,Cocina,HomeChef,15,5,22,1097.3,2025-10-20,HomeChef,A20,Disponible
INV001048,Mendoza,P0274,Lavavajillas,Lavado,WashPro,35,7,52,27.12,2025-11-03,WashPro,D11,Disponible
INV001049,Mendoza,P0167,Premium Estufa Eléctrica,Climatización,PureAir,3,5,4,2380.71,2025-10-19,PureAir,D14,Disponible
INV001050,Mendoza,P0190,Ventilador de Techo,Climatización,ThermoControl,22,5,33,929.88,2025-11-13,ThermoControl,B9,Disponible
INV001051,Mendoza,P0297,Planchita de Pelo,Lavado,FreshWash,7,5,10,1363.89,2025-11-18,FreshWash,D4,Disponible
INV001052,Mendoza,P0200,Ventilador de Torre 3000,Climatización,PureAir,30,6,45,970.13,2025-11-14,PureAir,A18,Disponible
INV001053,Mendoza,P0026,Mixer II,Cocina,HomeChef,22,5,33,2107.9,2025-10-21,HomeChef,D8,Disponible
INV001054,Mendoza,P0283,Digital Plancha a Vapor Plus,Lavado,LaundryTech,15,5,22,1927.21,2025-11-18,LaundryTech,A15,Disponible
INV001055,Mendoza,P0044,Compacto Horno Eléctrico,Cocina,TechHome,14,5,21,95.83,2025-11-16,TechHome,C5,Disponible
INV001056,Mendoza,P0104,Eco Conservadora II,Cocina,ChefMaster,26,5,39,2675.69,2025-10-30,ChefMaster,D17,Disponible
INV001057,Mendoza,P0175,Digital Panel Calefactor,Climatización,AirFlow,11,5,16,1383.27,2025-10-28,AirFlow,D15,Disponible
INV001058,Mendoza,P0244,Plus Lavarropa Carga Frontal II,Lavado,FreshWash,24,5,36,1288.16,2025-11-09,FreshWash,B14,Disponible
INV001059,Mendoza,P0147,Turbo Deshidratador,Cocina,TechHome,5,5,7,2096.89,2025-10-20,TechHome,A4,Disponible
INV001060,Mendoza,P0115,Vinoteca Pro,Cocina,CookElite,27,5,40,2800.26,2025-10-20,CookElite,D4,Disponible
INV001061,Mendoza,P0065,Eco Waflera,Cocina,HomeChef,32,6,48,874.82,2025-10-26,HomeChef,B16,Disponible
INV001062,Mendoza,P0262,Compacto Secarropa,Lavado,FreshWash,29,5,43,2331.15,2025-11-02,FreshWash,A18,Disponible
INV001063,Mendoza,P0246,Lavarropa Carga Frontal,Lavado,FreshWash,24,5,36,2325.33,2025-11-17,FreshWash,D4,Disponible
INV001064,Mendoza,P0212,Ultra Humidificador,Climatización,AirFlow,16,5,24,444.31,2025-11-11,AirFlow,A14,Disponible
